StartDate,EndDate,id,ResponseId,gender,age_group,religiosity,service_domain,entity,order,word,direction_coded,direction_coded_manual,direction_coded_new,sociability,morality,ability,assertiveness,status,beliefs,other,erase,S_Friendly,S_Sociable,S_Trustworthy,S_Honest,S_Competent,S_Skilled,S_Confident,S_Assertive,S_Traditional,S_Conservative,S_Wealthy,S_High_Status,S_Society_Perception,S_Personal_perception,S_Acquaintance,index_Sociability,index_Morality,index_Ability,index_Assertiveness,index_Belief,index_Status,index_Warmth,index_Competence,religion,region,children,education,income,social_status,general_ideology_view,social_ideology,sector_of_employment,work_experience_in_public_sector,years_of_work_in_public_sector,field_of_work,self_identification,born_in_Israel,country_of_birth,manualDirection_pos1negnue0
2023-08-17T12:18:20Z,2023-08-17T12:35:44Z,252,R_30jiABxJpzEax06,אישה,65 ומעלה,דתי,1. General (Public sector),Public sector organizations,2,אמפתיה,חיובי,NA,Positive,1,0,0,0,0,0,0,0,3,4,4,4,3,2,4,2,3,5,3,2,3,3,NA,3.5,4,2.5,3,4,2.5,3.75,2.75,1,4,NA,8,3,3,3,3,NA,2,,,1,1,,1
2023-08-17T12:18:20Z,2023-08-17T12:35:44Z,252,R_30jiABxJpzEax06,אישה,65 ומעלה,דתי,1. General (Public sector),Public sector organizations,3,שרותיים,חיובי,NA,Positive,1,0,0,0,0,0,0,0,3,4,4,4,3,2,4,2,3,5,3,2,3,3,NA,3.5,4,2.5,3,4,2.5,3.75,2.75,1,4,NA,8,3,3,3,3,NA,2,,,1,1,,1
2023-08-17T12:18:20Z,2023-08-17T12:35:44Z,252,R_30jiABxJpzEax06,אישה,65 ומעלה,דתי,1. General (Public sector),Public sector organizations,4,הגונים,חיובי,NA,Positive,0,1,0,0,0,0,0,0,3,4,4,4,3,2,4,2,3,5,3,2,3,3,NA,3.5,4,2.5,3,4,2.5,3.75,2.75,1,4,NA,8,3,3,3,3,NA,2,,,1,1,,1
2023-08-17T12:26:48Z,2023-08-17T12:38:21Z,253,R_1JV2FvZ9bTZKjmS,אישה,45-54,חילוני,1. General (Public sector),Public sector organizations,1,רודפי בצע,שלילי,NA,Negative,0,1,0,0,0,0,0,0,2,2,2,1,3,2,5,4,1,2,5,5,3,2,NA,2,1.5,2.5,4.5,1.5,5,1.75,3.5,1,4,NA,5,2,2,2,2,NA,1,,,3,1,,0
2023-08-17T12:26:48Z,2023-08-17T12:38:21Z,253,R_1JV2FvZ9bTZKjmS,אישה,45-54,חילוני,1. General (Public sector),Public sector organizations,2,אנוכיים,שלילי,NA,Negative,0,1,0,0,0,0,0,0,2,2,2,1,3,2,5,4,1,2,5,5,3,2,NA,2,1.5,2.5,4.5,1.5,5,1.75,3.5,1,4,NA,5,2,2,2,2,NA,1,,,3,1,,0
2023-08-17T12:38:22Z,2023-08-17T12:44:08Z,255,R_1r2GwR3SBW41mHN,גבר,45-54,חילוני,1. General (Public sector),Public sector organizations,1,קשיחות,ניטרלי,NA,Neutral,1,0,0,1,0,0,0,0,3,3,3,3,2,3,2,3,2,3,3,3,4,4,NA,3,3,2.5,2.5,2.5,3,3,2.5,1,4,NA,5,4,3,4,4,NA,1,20,מתכנת,2,1,,0
2023-08-17T12:38:22Z,2023-08-17T12:44:08Z,255,R_1r2GwR3SBW41mHN,גבר,45-54,חילוני,1. General (Public sector),Public sector organizations,2,נחמדות,ניטרלי,NA,Neutral,1,0,0,0,0,0,0,0,3,3,3,3,2,3,2,3,2,3,3,3,4,4,NA,3,3,2.5,2.5,2.5,3,3,2.5,1,4,NA,5,4,3,4,4,NA,1,20,מתכנת,2,1,,0
2023-08-17T12:40:37Z,2023-08-17T12:56:39Z,264,R_12fHJQsWSyZmB0u,גבר,45-54,דתי,1. General (Public sector),Public sector organizations,1,דיפלומטיים,שלילי,NA,Negative,1,0,0,0,0,0,0,0,2,2,2,3,2,3,4,4,3,3,3,3,2,2,NA,2,2.5,2.5,4,3,3,2.25,3.25,1,2,NA,8,9,2,2,4,NA,0,,,1,1,,0
2023-08-17T12:40:37Z,2023-08-17T12:56:39Z,264,R_12fHJQsWSyZmB0u,גבר,45-54,דתי,1. General (Public sector),Public sector organizations,2,פולטיקאיים,שלילי,NA,Negative,0,0,0,0,0,1,0,0,2,2,2,3,2,3,4,4,3,3,3,3,2,2,NA,2,2.5,2.5,4,3,3,2.25,3.25,1,2,NA,8,9,2,2,4,NA,0,,,1,1,,0
2023-08-17T12:40:37Z,2023-08-17T12:56:39Z,264,R_12fHJQsWSyZmB0u,גבר,45-54,דתי,1. General (Public sector),Public sector organizations,3,מורחים את הזמן,שלילי,NA,Negative,0,0,1,0,0,0,0,0,2,2,2,3,2,3,4,4,3,3,3,3,2,2,NA,2,2.5,2.5,4,3,3,2.25,3.25,1,2,NA,8,9,2,2,4,NA,0,,,1,1,,0
2023-08-17T12:40:37Z,2023-08-17T12:56:39Z,264,R_12fHJQsWSyZmB0u,גבר,45-54,דתי,1. General (Public sector),Public sector organizations,4,חסרי יעילות,שלילי,NA,Negative,0,0,1,0,0,0,0,0,2,2,2,3,2,3,4,4,3,3,3,3,2,2,NA,2,2.5,2.5,4,3,3,2.25,3.25,1,2,NA,8,9,2,2,4,NA,0,,,1,1,,0
2023-08-17T13:08:08Z,2023-08-17T13:30:07Z,272,R_VKW01vktuAOvmal,גבר,25-34,חילוני,1. General (Public sector),Public sector organizations,1,מבולגנים,שלילי,NA,Negative,0,0,1,0,0,0,0,0,3,2,3,3,2,3,3,3,4,3,1,1,2,2,NA,2.5,3,2.5,3,3.5,1,2.75,2.75,1,6,NA,5,1,9,4,6,NA,0,,,5,1,,0
2023-08-17T13:08:08Z,2023-08-17T13:30:07Z,272,R_VKW01vktuAOvmal,גבר,25-34,חילוני,1. General (Public sector),Public sector organizations,2,בירוקרטיה,שלילי,NA,Negative,0,0,1,0,0,0,1,0,3,2,3,3,2,3,3,3,4,3,1,1,2,2,NA,2.5,3,2.5,3,3.5,1,2.75,2.75,1,6,NA,5,1,9,4,6,NA,0,,,5,1,,0
2023-08-17T13:31:11Z,2023-08-17T13:39:24Z,274,R_1MRmWV3l9SuTHYG,גבר,55-64,חילוני,1. General (Public sector),Public sector organizations,1,שחיתות,שלילי,NA,Negative,0,1,0,0,0,0,0,0,1,2,1,1,1,1,3,1,3,3,5,5,1,1,NA,1.5,1,1,2,3,5,1.25,1.5,1,4,NA,6,3,3,4,2,NA,0,,,4,1,,0
2023-08-17T13:31:11Z,2023-08-17T13:39:24Z,274,R_1MRmWV3l9SuTHYG,גבר,55-64,חילוני,1. General (Public sector),Public sector organizations,2,איטיות,שלילי,NA,Negative,0,0,1,0,0,0,0,0,1,2,1,1,1,1,3,1,3,3,5,5,1,1,NA,1.5,1,1,2,3,5,1.25,1.5,1,4,NA,6,3,3,4,2,NA,0,,,4,1,,0
2023-08-17T13:31:11Z,2023-08-17T13:39:24Z,274,R_1MRmWV3l9SuTHYG,גבר,55-64,חילוני,1. General (Public sector),Public sector organizations,3,עטימות,שלילי,NA,Negative,0,1,0,1,0,0,0,0,1,2,1,1,1,1,3,1,3,3,5,5,1,1,NA,1.5,1,1,2,3,5,1.25,1.5,1,4,NA,6,3,3,4,2,NA,0,,,4,1,,0
2023-08-17T13:35:32Z,2023-08-17T13:59:39Z,280,R_yVMcn21Ne8skgFP,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,1,מסורבל,שלילי,NA,Negative,0,0,1,0,0,0,0,0,1,2,1,2,2,2,5,2,5,4,3,2,1,1,NA,1.5,1.5,2,3.5,4.5,2.5,1.5,2.75,1,7,NA,4,3,2,4,6,NA,1,,,4,1,,0
2023-08-17T13:35:32Z,2023-08-17T13:59:39Z,280,R_yVMcn21Ne8skgFP,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,2,מזלזל,שלילי,NA,Negative,1,1,0,0,0,0,0,0,1,2,1,2,2,2,5,2,5,4,3,2,1,1,NA,1.5,1.5,2,3.5,4.5,2.5,1.5,2.75,1,7,NA,4,3,2,4,6,NA,1,,,4,1,,0
2023-08-17T13:35:32Z,2023-08-17T13:59:39Z,280,R_yVMcn21Ne8skgFP,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,3,יהיר,שלילי,NA,Negative,0,1,0,0,0,0,0,0,1,2,1,2,2,2,5,2,5,4,3,2,1,1,NA,1.5,1.5,2,3.5,4.5,2.5,1.5,2.75,1,7,NA,4,3,2,4,6,NA,1,,,4,1,,0
2023-08-17T13:35:32Z,2023-08-17T13:59:39Z,280,R_yVMcn21Ne8skgFP,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,4,לא שירותי,שלילי,NA,Negative,1,0,1,0,0,0,0,0,1,2,1,2,2,2,5,2,5,4,3,2,1,1,NA,1.5,1.5,2,3.5,4.5,2.5,1.5,2.75,1,7,NA,4,3,2,4,6,NA,1,,,4,1,,0
2023-08-17T13:37:23Z,2023-08-17T14:04:55Z,282,R_3e8rvua7rYK8KT3,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,1,גופי הממשלה עצמה,שלילי,NA,Negative,0,0,0,0,1,0,0,0,3,3,2,2,2,2,2,2,2,2,3,2,3,2,NA,3,2,2,2,2,2.5,2.5,2,1,3,NA,6,3,3,3,3,NA,1,,,1,2,,0
2023-08-17T13:37:23Z,2023-08-17T14:04:55Z,282,R_3e8rvua7rYK8KT3,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,2,הסוכנות היהודית לארץ ישראל,ניטרלי,NA,Neutral,0,0,0,0,0,0,1,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,NA,3,2,2,2,2,2.5,2.5,2,1,3,NA,6,3,3,3,3,NA,1,,,1,2,,0
2023-08-17T13:37:23Z,2023-08-17T14:04:55Z,282,R_3e8rvua7rYK8KT3,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,3,רשות השידור,חיובי,NA,Positive,0,0,0,0,0,0,1,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,NA,3,2,2,2,2,2.5,2.5,2,1,3,NA,6,3,3,3,3,NA,1,,,1,2,,1
2023-08-17T13:37:23Z,2023-08-17T14:04:55Z,282,R_3e8rvua7rYK8KT3,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,4,רשות החשמל,ניטרלי,NA,Neutral,0,0,0,0,0,0,1,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,NA,3,2,2,2,2,2.5,2.5,2,1,3,NA,6,3,3,3,3,NA,1,,,1,2,,0
2023-08-17T13:58:27Z,2023-08-17T14:10:43Z,286,R_2BrZSTGY361LfNL,אישה,55-64,חילוני,1. General (Public sector),Public sector organizations,1,מוזנח,שלילי,NA,Negative,0,0,1,0,1,0,0,0,2,3,3,3,4,3,3,3,3,3,1,2,2,4,NA,2.5,3,3.5,3,3,1.5,2.75,3.25,1,5,NA,9,4,3,7,7,NA,1,,,1,2,,0
2023-08-17T13:58:27Z,2023-08-17T14:10:43Z,286,R_2BrZSTGY361LfNL,אישה,55-64,חילוני,1. General (Public sector),Public sector organizations,2,חשוב,חיובי,NA,Positive,0,0,0,0,1,0,0,0,2,3,3,3,4,3,3,3,3,3,1,2,2,4,NA,2.5,3,3.5,3,3,1.5,2.75,3.25,1,5,NA,9,4,3,7,7,NA,1,,,1,2,,1
2023-08-17T13:58:27Z,2023-08-17T14:10:43Z,286,R_2BrZSTGY361LfNL,אישה,55-64,חילוני,1. General (Public sector),Public sector organizations,3,הכרחי,חיובי,NA,Positive,0,0,0,0,1,0,0,0,2,3,3,3,4,3,3,3,3,3,1,2,2,4,NA,2.5,3,3.5,3,3,1.5,2.75,3.25,1,5,NA,9,4,3,7,7,NA,1,,,1,2,,1
2023-08-17T13:58:27Z,2023-08-17T14:10:43Z,286,R_2BrZSTGY361LfNL,אישה,55-64,חילוני,1. General (Public sector),Public sector organizations,4,מדורדר,שלילי,NA,Negative,0,0,1,0,0,0,0,0,2,3,3,3,4,3,3,3,3,3,1,2,2,4,NA,2.5,3,3.5,3,3,1.5,2.75,3.25,1,5,NA,9,4,3,7,7,NA,1,,,1,2,,0
2023-08-17T14:34:34Z,2023-08-17T14:53:58Z,293,R_3CGXifkbH7OZ02f,אישה,65 ומעלה,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,1,בירוקרטיה מרובה,שלילי,NA,Negative,0,0,1,0,0,0,1,0,1,2,3,2,4,3,5,4,1,5,4,2,2,2,NA,1.5,2.5,3.5,4.5,3,3,2,4,1,2,NA,9,4,2,4,6,NA,2,,,4,2,,0
2023-08-17T14:34:34Z,2023-08-17T14:53:58Z,293,R_3CGXifkbH7OZ02f,אישה,65 ומעלה,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,2,זמינות מוגבלת,שלילי,NA,Negative,1,0,1,0,0,0,0,0,1,2,3,2,4,3,5,4,1,5,4,2,2,2,NA,1.5,2.5,3.5,4.5,3,3,2,4,1,2,NA,9,4,2,4,6,NA,2,,,4,2,,0
2023-08-17T14:34:34Z,2023-08-17T14:53:58Z,293,R_3CGXifkbH7OZ02f,אישה,65 ומעלה,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,3,שירות איטי//לקוי,שלילי,NA,Negative,0,0,1,0,0,0,0,0,1,2,3,2,4,3,5,4,1,5,4,2,2,2,NA,1.5,2.5,3.5,4.5,3,3,2,4,1,2,NA,9,4,2,4,6,NA,2,,,4,2,,0
2023-08-17T14:34:34Z,2023-08-17T14:53:58Z,293,R_3CGXifkbH7OZ02f,אישה,65 ומעלה,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,4,אדישות לאזרח,שלילי,NA,Negative,1,0,0,1,0,0,0,0,1,2,3,2,4,3,5,4,1,5,4,2,2,2,NA,1.5,2.5,3.5,4.5,3,3,2,4,1,2,NA,9,4,2,4,6,NA,2,,,4,2,,0
2023-08-17T15:46:18Z,2023-08-17T15:55:53Z,317,R_3Phs385SXxPgrGX,אישה,35-44,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,1,בירוקרטיה,שלילי,NA,Negative,0,0,1,0,0,0,1,0,2,2,3,3,2,3,3,3,5,5,2,2,2,2,NA,2,3,2.5,3,5,2,2.5,2.75,1,6,NA,9,4,4,4,4,NA,2,,,2,1,,0
2023-08-17T15:46:18Z,2023-08-17T15:55:53Z,317,R_3Phs385SXxPgrGX,אישה,35-44,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,2,טפסים,שלילי,NA,Negative,0,0,1,0,0,0,1,0,2,2,3,3,2,3,3,3,5,5,2,2,2,2,NA,2,3,2.5,3,5,2,2.5,2.75,1,6,NA,9,4,4,4,4,NA,2,,,2,1,,0
2023-08-17T15:46:18Z,2023-08-17T15:55:53Z,317,R_3Phs385SXxPgrGX,אישה,35-44,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,3,זמני שירות ייחודיים,שלילי,NA,Negative,1,0,1,0,0,0,0,0,2,2,3,3,2,3,3,3,5,5,2,2,2,2,NA,2,3,2.5,3,5,2,2.5,2.75,1,6,NA,9,4,4,4,4,NA,2,,,2,1,,0
2023-08-17T15:35:21Z,2023-08-17T15:59:02Z,318,R_1DD9a0nFn71pauM,גבר,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,1,ממשלה,שלילי,NA,Negative,0,0,0,0,1,0,1,0,2,2,1,3,2,2,5,4,1,4,4,2,2,2,NA,2,2,2,4.5,2.5,3,2,3.25,1,4,NA,9,5,3,5,6,NA,1,30,ביטחון ומשפט,4,1,,0
2023-08-17T15:35:21Z,2023-08-17T15:59:02Z,318,R_1DD9a0nFn71pauM,גבר,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,2,מרכז הליכוד,שלילי,NA,Negative,0,0,0,0,0,1,0,0,2,2,1,3,2,2,5,4,1,4,4,2,2,2,NA,2,2,2,4.5,2.5,3,2,3.25,1,4,NA,9,5,3,5,6,NA,1,30,ביטחון ומשפט,4,1,,0
2023-08-17T15:35:21Z,2023-08-17T15:59:02Z,318,R_1DD9a0nFn71pauM,גבר,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,3,בטלה,שלילי,NA,Negative,0,0,0,1,0,0,0,0,2,2,1,3,2,2,5,4,1,4,4,2,2,2,NA,2,2,2,4.5,2.5,3,2,3.25,1,4,NA,9,5,3,5,6,NA,1,30,ביטחון ומשפט,4,1,,0
2023-08-17T15:35:21Z,2023-08-17T15:59:02Z,318,R_1DD9a0nFn71pauM,גבר,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,4,אחריות גדולה,חיובי,NA,Positive,0,0,1,0,0,0,0,0,2,2,1,3,2,2,5,4,1,4,4,2,2,2,NA,2,2,2,4.5,2.5,3,2,3.25,1,4,NA,9,5,3,5,6,NA,1,30,ביטחון ומשפט,4,1,,1
2023-08-17T15:50:28Z,2023-08-17T16:04:20Z,319,R_23WCkU9urleCyBU,גבר,25-34,חילוני,1. General (Public sector),Public sector organizations,1,בירוקרטיה,שלילי,NA,Negative,0,0,1,0,0,0,1,0,2,2,2,3,4,3,3,4,2,2,2,3,1,3,NA,2,2.5,3.5,3.5,2,2.5,2.25,3.5,1,5,NA,5,1,2,2,2,NA,1,2,ליקוט,4,1,,0
2023-08-17T15:50:28Z,2023-08-17T16:04:20Z,319,R_23WCkU9urleCyBU,גבר,25-34,חילוני,1. General (Public sector),Public sector organizations,2,תורים מטורפים,שלילי,NA,Negative,1,0,1,0,0,0,0,0,2,2,2,3,4,3,3,4,2,2,2,3,1,3,NA,2,2.5,3.5,3.5,2,2.5,2.25,3.5,1,5,NA,5,1,2,2,2,NA,1,2,ליקוט,4,1,,0
2023-08-17T15:50:28Z,2023-08-17T16:04:20Z,319,R_23WCkU9urleCyBU,גבר,25-34,חילוני,1. General (Public sector),Public sector organizations,3,פקידים לא סימפטיים,שלילי,NA,Negative,1,0,0,0,0,0,0,0,2,2,2,3,4,3,3,4,2,2,2,3,1,3,NA,2,2.5,3.5,3.5,2,2.5,2.25,3.5,1,5,NA,5,1,2,2,2,NA,1,2,ליקוט,4,1,,0
2023-08-17T15:59:11Z,2023-08-17T16:06:28Z,321,R_115F6FaONcCGYmM,גבר,35-44,דתי,1. General (Public sector),Public sector organizations,1,ממשלתי,ניטרלי,NA,Neutral,0,0,0,0,1,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,1,6,NA,7,2,2,4,4,NA,0,,,4,1,,0
2023-08-17T15:59:11Z,2023-08-17T16:06:28Z,321,R_115F6FaONcCGYmM,גבר,35-44,דתי,1. General (Public sector),Public sector organizations,2,שכר גבוהה,ניטרלי,NA,Neutral,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,1,6,NA,7,2,2,4,4,NA,0,,,4,1,,0
2023-08-17T15:59:11Z,2023-08-17T16:06:28Z,321,R_115F6FaONcCGYmM,גבר,35-44,דתי,1. General (Public sector),Public sector organizations,3,קהילה,ניטרלי,NA,Neutral,0,0,0,0,1,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,1,6,NA,7,2,2,4,4,NA,0,,,4,1,,0
2023-08-17T15:59:11Z,2023-08-17T16:06:28Z,321,R_115F6FaONcCGYmM,גבר,35-44,דתי,1. General (Public sector),Public sector organizations,4,אירגון,ניטרלי,NA,Neutral,0,0,1,0,1,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,1,6,NA,7,2,2,4,4,NA,0,,,4,1,,0
2023-08-17T15:40:56Z,2023-08-17T16:10:19Z,322,R_2wBkLYIbfzZMklx,אישה,45-54,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,1,איגוד,שלילי,NA,Negative,0,0,0,0,1,0,0,0,2,2,1,1,1,2,4,2,4,2,4,5,1,1,NA,2,1,1.5,3,3,4.5,1.5,2.25,1,3,NA,4,3,3,4,4,NA,1,,,4,1,,0
2023-08-17T15:40:56Z,2023-08-17T16:10:19Z,322,R_2wBkLYIbfzZMklx,אישה,45-54,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,2,שירותים ציבוריים,שלילי,NA,Negative,0,0,0,0,0,0,1,2,2,2,1,1,1,2,4,2,4,2,4,5,1,1,NA,2,1,1.5,3,3,4.5,1.5,2.25,1,3,NA,4,3,3,4,4,NA,1,,,4,1,,0
2023-08-17T15:40:56Z,2023-08-17T16:10:19Z,322,R_2wBkLYIbfzZMklx,אישה,45-54,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,3,שחיתות,שלילי,NA,Negative,0,1,0,0,0,0,0,0,2,2,1,1,1,2,4,2,4,2,4,5,1,1,NA,2,1,1.5,3,3,4.5,1.5,2.25,1,3,NA,4,3,3,4,4,NA,1,,,4,1,,0
2023-08-17T15:40:56Z,2023-08-17T16:10:19Z,322,R_2wBkLYIbfzZMklx,אישה,45-54,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,4,לובי,שלילי,NA,Negative,0,0,0,0,0,1,0,0,2,2,1,1,1,2,4,2,4,2,4,5,1,1,NA,2,1,1.5,3,3,4.5,1.5,2.25,1,3,NA,4,3,3,4,4,NA,1,,,4,1,,0
2023-08-17T16:37:41Z,2023-08-17T16:51:11Z,340,R_3gNrJFG8qRu4SGZ,גבר,35-44,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,1,לא מסודרים,שלילי,NA,Negative,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,1,4,NA,5,4,2,3,3,NA,1,3,מדריך,4,2,ברה״מ,0
2023-08-17T16:37:41Z,2023-08-17T16:51:11Z,340,R_3gNrJFG8qRu4SGZ,גבר,35-44,"מסורתי, לא כל כך דתי",1. General (Public sector),Public sector organizations,2,בזבוז כסף,שלילי,NA,Negative,0,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,1,4,NA,5,4,2,3,3,NA,1,3,מדריך,4,2,ברה״מ,0
2023-08-17T10:56:35Z,2023-08-17T16:55:12Z,341,R_2zSJ8YlWS5pKUGe,אישה,35-44,חילוני,1. General (Public sector),Public sector organizations,3,לא יצא לי לפגוש,ניטרלי,NA,Neutral,0,0,0,0,0,0,0,2,3,2,3,3,2,3,3,3,3,3,4,2,2,3,NA,2.5,3,2.5,3,3,3,2.75,2.75,1,7,NA,6,1,2,4,4,NA,1,,,6,2,,0
2023-08-17T16:40:36Z,2023-08-17T17:02:32Z,345,R_3HZlSJoDw8vMEm5,אישה,25-34,חילוני,1. General (Public sector),Public sector organizations,1,נוכלים,שלילי,NA,Negative,0,1,0,0,0,0,0,0,3,3,2,1,5,4,5,5,5,5,4,3,4,1,NA,3,1.5,4.5,5,5,3.5,2.25,4.75,1,4,NA,7,2,9,3,2,NA,2,,,3,1,,0
2023-08-17T16:40:36Z,2023-08-17T17:02:32Z,345,R_3HZlSJoDw8vMEm5,אישה,25-34,חילוני,1. General (Public sector),Public sector organizations,2,פוגעים גם בעצמם,שלילי,NA,Negative,1,0,0,0,0,0,1,0,3,3,2,1,5,4,5,5,5,5,4,3,4,1,NA,3,1.5,4.5,5,5,3.5,2.25,4.75,1,4,NA,7,2,9,3,2,NA,2,,,3,1,,0
2023-08-17T16:40:36Z,2023-08-17T17:02:32Z,345,R_3HZlSJoDw8vMEm5,אישה,25-34,חילוני,1. General (Public sector),Public sector organizations,3,חסרי מוטיבציה,שלילי,NA,Negative,0,0,0,1,0,0,0,0,3,3,2,1,5,4,5,5,5,5,4,3,4,1,NA,3,1.5,4.5,5,5,3.5,2.25,4.75,1,4,NA,7,2,9,3,2,NA,2,,,3,1,,0
2023-08-17T16:40:36Z,2023-08-17T17:02:32Z,345,R_3HZlSJoDw8vMEm5,אישה,25-34,חילוני,1. General (Public sector),Public sector organizations,4,משכורת לא הולמת,שלילי,NA,Negative,0,0,0,0,1,0,0,0,3,3,2,1,5,4,5,5,5,5,4,3,4,1,NA,3,1.5,4.5,5,5,3.5,2.25,4.75,1,4,NA,7,2,9,3,2,NA,2,,,3,1,,0
2023-08-17T16:53:31Z,2023-08-17T17:10:40Z,347,R_XSZe9JKymnhtpXb,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,1,עירייה,ניטרלי,NA,Neutral,0,0,0,0,0,0,1,2,2,3,3,3,4,4,4,2,2,2,4,3,3,3,NA,2.5,3,4,3,2,3.5,2.75,3.5,1,2,NA,6,1,2,4,4,NA,2,,,1,2,,0
2023-08-17T16:53:31Z,2023-08-17T17:10:40Z,347,R_XSZe9JKymnhtpXb,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,2,ממשלה,ניטרלי,NA,Neutral,0,0,0,0,1,0,1,0,2,3,3,3,4,4,4,2,2,2,4,3,3,3,NA,2.5,3,4,3,2,3.5,2.75,3.5,1,2,NA,6,1,2,4,4,NA,2,,,1,2,,0
2023-08-17T16:53:31Z,2023-08-17T17:10:40Z,347,R_XSZe9JKymnhtpXb,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,3,משרד הבריאות,חיובי,NA,Positive,0,0,0,0,0,0,1,2,2,3,3,3,4,4,4,2,2,2,4,3,3,3,NA,2.5,3,4,3,2,3.5,2.75,3.5,1,2,NA,6,1,2,4,4,NA,2,,,1,2,,1
2023-08-17T16:53:31Z,2023-08-17T17:10:40Z,347,R_XSZe9JKymnhtpXb,אישה,65 ומעלה,חילוני,1. General (Public sector),Public sector organizations,4,משרד החינוך,חיובי,NA,Positive,0,0,0,0,0,0,1,2,2,3,3,3,4,4,4,2,2,2,4,3,3,3,NA,2.5,3,4,3,2,3.5,2.75,3.5,1,2,NA,6,1,2,4,4,NA,2,,,1,2,,1
2023-08-17T17:15:44Z,2023-08-17T17:27:43Z,353,R_1LnQBwwFLUwQevD,אישה,25-34,דתי,1. General (Public sector),Public sector organizations,2,רוצים ללכת מוקדם,שלילי,NA,Negative,0,0,0,1,0,0,0,0,2,2,4,3,3,3,3,3,3,4,2,2,3,3,NA,2,3.5,3,3,3.5,2,2.75,3,1,2,NA,8,2,2,3,5,NA,1,,,1,1,,0
2023-08-17T17:51:33Z,2023-08-17T18:03:27Z,367,R_OPAYKPiYgLcaZwZ,גבר,25-34,חילוני,1. General (Public sector),Public sector organizations,1,הטבות,ניטרלי,NA,Neutral,0,0,0,0,1,0,0,0,3,3,4,4,4,4,3,3,3,3,3,3,4,2,NA,3,4,4,3,3,3,3.5,3.5,1,6,NA,8,3,2,2,5,NA,1,5,שיווק,4,1,,0
2023-08-17T17:51:33Z,2023-08-17T18:03:27Z,367,R_OPAYKPiYgLcaZwZ,גבר,25-34,חילוני,1. General (Public sector),Public sector organizations,2,עצלנים,שלילי,NA,Negative,0,0,0,1,0,0,0,0,3,3,4,4,4,4,3,3,3,3,3,3,4,2,NA,3,4,4,3,3,3,3.5,3.5,1,6,NA,8,3,2,2,5,NA,1,5,שיווק,4,1,,0
2023-08-17T12:33:23Z,2023-08-17T18:11:04Z,372,R_2VKBphvFsLO6q6O,אישה,25-34,NA,1. General (Public sector),Public sector organizations,1,לא מתייחסים,שלילי,NA,Negative,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,1,2,2,NA,1,1,1,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,0
